disease,symptom,url_x,letter,name
Lichen planus,"purple-red coloured bumps (papules) that are slightly raised, shiny and have a flat top. The papules usually measure 3-5mm in diameter and may also have irregular white streaks (Wickham’s striae)",https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/lichen-planus/,L,Lichen planus
Acute pancreatitis,suddenly getting severe pain in the centre of your abdomen (tummy),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/acute-pancreatitis/,A,Acute pancreatitis
Joint hypermobility,stress incontinence – when urine leaks out when your bladder is under pressure,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/joint-hypermobility/,J,Joint hypermobility
Cervical spondylosis,"Cervical spondylosis is a long term condition, and symptoms are often variable from day to day.  Many patients have found that managing their symptoms can help improve their quality of life.",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/neck-and-back-problems-and-conditions/cervical-spondylosis/,C,Cervical spondylosis
Progressive supranuclear palsy (PSP),changes in personality like mood swings and irritability,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/progressive-supranuclear-palsy-psp/,P,Progressive supranuclear palsy (PSP)
Cervical cancer,"This type of emotional disruption can sometimes trigger depression. Typical signs of depression include feeling sad, hopeless and losing interest in things you used to enjoy.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/cervical-cancer/,C,Cervical cancer
Kidney infection,Common symptoms include:,https://www.nhsinform.scot/illnesses-and-conditions/kidneys-bladder-and-prostate/kidney-infection/,K,Kidney infection
Cerebral palsy,experience fatigue (tiredness),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/cerebral-palsy/,C,Cerebral palsy
Vitamin B12 or folate deficiency anaemia,whether your red blood cells are larger than normal,https://www.nhsinform.scot/illnesses-and-conditions/nutritional/vitamin-b12-or-folate-deficiency-anaemia/,V,Vitamin B12 or folate deficiency anaemia
Ganglion cyst,stiffness and pain from the worn out joint,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/ganglion-cyst/,G,Ganglion cyst
Acute lymphoblastic leukaemia,seizures (fits),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-lymphoblastic-leukaemia/,A,Acute lymphoblastic leukaemia
Arterial thrombosis,"weakness in your face, which can make you drool saliva",https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/arterial-thrombosis/,A,Arterial thrombosis
Ewing sarcoma: Children,diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-children/ewing-sarcoma-children/,E,Ewing sarcoma: Children
Dysphagia (swallowing problems),"Over time, dysphagia can also cause symptoms such as weight loss and repeated chest infections.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/dysphagia-swallowing-problems/,D,Dysphagia (swallowing problems)
Psychosis,delusions,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/psychosis/,P,Psychosis
Bladder cancer,"In 2015, the National Institute for Health and Care Excellence (NICE) published guidelines to help GPs recognise the signs and symptoms of bladder cancer and refer people for the right tests faster. Find out who should be referred for further tests for suspected bladder cancer.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/bladder-cancer/,B,Bladder cancer
Raynaud’s phenomenon,Symptoms of Raynaud’s can last from a few minutes to several hours.,https://www.nhsinform.scot/illnesses-and-conditions/a-to-z/raynauds-phenomenon/,R,Raynaud’s phenomenon
Addison’s disease,"Further symptoms of Addison’s disease tend to develop gradually over months or years. However, additional stress, caused by another illness or an accident, for example, may cause your symptoms to suddenly get worse.",https://www.nhsinform.scot/illnesses-and-conditions/glands/addisons-disease/,A,Addison’s disease
Ovarian cyst,Most cysts are found by chance during a scan. They’re unlikely to cause any symptoms unless they’re large or abnormal.,https://www.nhsinform.scot/healthy-living/womens-health/middle-years-around-25-to-50-years/periods-and-menstrual-health/ovarian-cyst/,O,Ovarian cyst
Pain in the ball of the foot,"Pain in the ball of the foot, sometimes called metatarsalgia, can have a number of different causes.",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/pain-in-the-ball-of-the-foot/,P,Pain in the ball of the foot
Indigestion,proton pump inhibitors (PPIs),https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/indigestion/,I,Indigestion
Idiopathic pulmonary fibrosis,a persistent dry cough,https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/idiopathic-pulmonary-fibrosis/,I,Idiopathic pulmonary fibrosis
Diverticular disease and diverticulitis,Read more about the symptoms of diverticular disease and diverticulitis.,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diverticular-disease-and-diverticulitis/,D,Diverticular disease and diverticulitis
Erectile dysfunction (impotence),being in a new relationship,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/erectile-dysfunction-impotence/,E,Erectile dysfunction (impotence)
Depression,Housing Benefit,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/depression/,D,Depression
Mumps,Other symptoms of mumps can include:,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/mumps/,M,Mumps
Chronic lymphocytic leukaemia,bleeding and bruising more easily than normal,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/chronic-lymphocytic-leukaemia/,C,Chronic lymphocytic leukaemia
Type 1 diabetes,Read more about the symptoms of diabetic ketoacidosis,https://www.nhsinform.scot/illnesses-and-conditions/diabetes/type-1-diabetes/,T,Type 1 diabetes
Ringworm and other fungal infections,"itchiness and redness around your groin area, such as your inner thighs and bottom (the genitals are not usually affected)",https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/ringworm-and-other-fungal-infections/,R,Ringworm and other fungal infections
Acute myeloid leukaemia,frequent infections,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/acute-myeloid-leukaemia/,A,Acute myeloid leukaemia
Prostate cancer,discomfort around the rectum and anus (the opening through which stools pass out of your body),https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/prostate-cancer/,P,Prostate cancer
Acute lymphoblastic leukaemia: Teenagers and young adults,lumbar puncture – a small sample of the fluid that surrounds your brain and spinal cord is taken to check for leukaemia cells,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/acute-lymphoblastic-leukaemia-teenagers-and-young-adults/,A,Acute lymphoblastic leukaemia: Teenagers and young adults
Thyroid cancer,vomiting,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/thyroid-cancer/,T,Thyroid cancer
Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS),moderate,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/myalgic-encephalomyelitis-me-or-chronic-fatigue-syndrome-cfs/,M,Myalgic encephalomyelitis (ME) or chronic fatigue syndrome (CFS)
Hodgkin lymphoma,shingles vaccine,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/hodgkin-lymphoma/,H,Hodgkin lymphoma
Breast cancer (female),diarrhoea,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/breast-cancer-female/,B,Breast cancer (female)
Golfers elbow,twisting,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/arm-shoulder-and-hand-problems-and-conditions/golfers-elbow/,G,Golfers elbow
Post-concussion syndrome,dizziness,https://www.nhsinform.scot/illnesses-and-conditions/injuries/head-and-neck-injuries/post-concussion-syndrome-pcs/,P,Post-concussion syndrome
Sjogren’s syndrome,"The most commonly reported symptoms of Sjögren’s syndrome are a dry mouth and eyes, which can lead to other associated symptoms.",https://www.nhsinform.scot/illnesses-and-conditions/immune-system/sjogrens-syndrome/,S,Sjogren’s syndrome
Psoriatic arthritis,"In most cases, people will experience problems with their skin before they notice any symptoms in their joints. In a small number of cases, skin problems may start at the same time as joint problems or after.",https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/conditions-that-can-affect-multiple-parts-of-the-body/psoriatic-arthritis/,P,Psoriatic arthritis
Bone cancer: Teenagers and young adults,"If you think you might have some of the symptoms of bone cancer, you should speak to your GP.",https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-teenagers-and-young-adults/bone-cancer-teenagers-and-young-adults/,B,Bone cancer: Teenagers and young adults
Achilles tendinopathy,Symptoms may vary from person to person. They can appear gradually or suddenly.,https://www.nhsinform.scot/illnesses-and-conditions/muscle-bone-and-joints/leg-and-foot-problems-and-conditions/achilles-tendinopathy/,A,Achilles tendinopathy
Diverticular disease and diverticulitis,nuts,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diverticular-disease-and-diverticulitis/,D,Diverticular disease and diverticulitis
Atopic eczema,You may also be asked to keep a food diary to try to determine whether a specific food makes your symptoms worse.,https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/atopic-eczema/,A,Atopic eczema
HIV,men who have had unprotected anal sex with men,https://www.nhsinform.scot/illnesses-and-conditions/immune-system/hiv/,H,HIV
Constipation,foul-smelling wind and stools,https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/constipation/,C,Constipation
Restless legs syndrome,being overweight or obese,https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/restless-legs-syndrome/,R,Restless legs syndrome
Diverticular disease and diverticulitis,"Symptoms of diverticular disease and diverticulitis include abdominal pain, bloating and a change in normal bowel habits.",https://www.nhsinform.scot/illnesses-and-conditions/stomach-liver-and-gastrointestinal-tract/diverticular-disease-and-diverticulitis/,D,Diverticular disease and diverticulitis
Epilepsy,being a young adult (in particular male),https://www.nhsinform.scot/illnesses-and-conditions/brain-nerves-and-spinal-cord/epilepsy/,E,Epilepsy
Wolff-Parkinson-White syndrome,difficulty breathing,https://www.nhsinform.scot/illnesses-and-conditions/cardiovascular-disease/heart-disease/wolff-parkinson-white-syndrome/,W,Wolff-Parkinson-White syndrome
Croup,acid leaking back out of the stomach and into the throat (acid reflux),https://www.nhsinform.scot/illnesses-and-conditions/lungs-and-airways/croup/,C,Croup
Chronic myeloid leukaemia,tailors and dressmakers,https://www.nhsinform.scot/illnesses-and-conditions/cancer/cancer-types-in-adults/chronic-myeloid-leukaemia/,C,Chronic myeloid leukaemia
Overactive thyroid,patchy hair loss (alopecia),https://www.nhsinform.scot/illnesses-and-conditions/glands/overactive-thyroid/,O,Overactive thyroid
Shingles,anticonvulsants – used for severe pain,https://www.nhsinform.scot/illnesses-and-conditions/infections-and-poisoning/shingles/,S,Shingles
Diabetes,"itching around the penis or vagina, or frequent episodes of thrush",https://www.nhsinform.scot/illnesses-and-conditions/diabetes/diabetes/,D,Diabetes
Overactive thyroid,depression,https://www.nhsinform.scot/illnesses-and-conditions/glands/overactive-thyroid/,O,Overactive thyroid
Genital herpes,Genital herpes causes painful blisters and sores on and around the genitals. It can also sometimes cause problems if you have it for the first time during pregnancy.,https://www.nhsinform.scot/illnesses-and-conditions/sexual-and-reproductive/genital-herpes/,G,Genital herpes
Bipolar disorder,lithium carbonate,https://www.nhsinform.scot/illnesses-and-conditions/mental-health/bipolar-disorder/,B,Bipolar disorder
Angioedema,"Hereditary angioedema cannot be cured and does not respond to adrenaline, antihistamines or steroids, so a preventative approach is taken. A number of different medications are used to stabilise the protein levels in your blood to help prevent symptoms developing.",https://www.nhsinform.scot/illnesses-and-conditions/skin-hair-and-nails/angioedema/,A,Angioedema
